D,L,P,G,X,DH,CHF,T
0.00999,0.6,2118,404,0.696,688,3353,55.44
0.00999,0.6,1785,413,0.675,660,3353,52.81
0.00999,0.6,1559,417,0.677,618,3351,55.78
0.00999,0.6,2246,426,0.659,723,3461,50.37
0.00999,0.6,1912,427,0.663,672,3430,53.63
0.00999,0.6,1716,418,0.662,700,3430,41.14
0.00999,0.6,1648,434,0.649,636,3409,54.34
0.00999,0.6,1952,434,0.637,689,3424,50.69
0.00999,0.6,1736,433,0.643,662,3413,50.85
0.00999,0.6,1422,438,0.639,611,3390,52.8
0.00999,0.6,1304,453,0.611,594,3390,52.58
0.00999,0.6,1549,435,0.633,642,3384,49.71
0.00999,0.6,1491,443,0.623,626,3390,51.59
0.00999,0.6,1314,451,0.614,592,3379,53.43
0.00999,0.6,1079,483,0.567,547,3379,54.78
0.00999,0.6,961,506,0.535,524,3379,54.97
0.00999,0.6,853,523,0.512,505,3369,54.2
0.00999,0.6,785,545,0.49,477,3359,57.28
0.00999,0.6,3099,499,0.64,740,3909,65.54
0.00999,0.6,3040,487,0.672,729,3915,66.96
0.00999,0.6,2295,506,0.64,659,3893,66.91
0.00999,0.6,2118,524,0.612,638,3893,67.4
0.00999,0.6,2099,516,0.623,637,3881,67.13
0.00999,0.6,1853,536,0.596,605,3881,67.96
0.00999,0.6,1804,533,0.604,596,3881,68.68
0.00999,0.6,1667,549,0.578,582,3874,67.85
0.00999,0.6,1491,561,0.563,555,3853,68.57
0.00999,0.6,1383,586,0.535,537,3867,69.1
0.00999,0.6,1275,598,0.524,516,3856,70.13
0.00999,0.6,1216,607,0.516,503,3856,70.95
0.00999,0.6,1089,620,0.501,484,3834,70.27
0.00999,0.6,1000,645,0.481,460,3834,72.07
0.00999,0.6,902,663,0.465,439,3816,72.43
0.00999,0.6,824,665,0.445,469,3816,61.29
0.00999,0.6,3070,486,0.666,747,3918,63.27
0.00999,0.6,3020,508,0.636,728,3947,66.79
0.00999,0.6,3128,500,0.643,737,3918,66.84
0.00999,0.6,2903,500,0.645,713,3904,67.93
0.00999,0.6,2628,498,0.654,684,3893,68.85
0.00999,0.6,2471,511,0.635,665,3900,69.75
0.00999,0.6,2305,521,0.619,649,3900,69.55
0.00999,0.6,2128,530,0.603,630,3882,69.57
0.00999,0.6,2010,523,0.619,619,3889,69.04
0.00999,0.6,1697,553,0.574,577,3867,69.98
0.00999,0.6,1540,567,0.559,555,3867,70.21
0.00999,0.6,1393,598,0.524,532,3880,70.65
0.00999,0.6,1245,626,0.496,510,3883,70.41
0.00999,0.6,1147,631,0.493,484,3849,72.7
0.00999,0.6,1040,659,0.476,459,3882,74.1
0.00999,0.6,932,698,0.448,436,3903,74.61
0.00999,0.6,883,709,0.443,422,3903,75.55
0.00999,0.6,2628,644,0.535,621,4287,83.89
0.00999,0.6,2471,644,0.526,613,4241,82.17
0.00999,0.6,2383,644,0.524,604,4218,82.21
0.00999,0.6,2167,804,0.406,585,4497,81.33
0.00999,0.6,2157,798,0.412,583,4497,81.55
0.00999,0.6,1844,869,0.37,540,4504,83.21
0.00999,0.6,1736,894,0.362,528,4544,82.87
0.00999,0.6,1540,946,0.338,494,4523,84.77
0.00999,0.6,1481,974,0.327,480,4525,86.12
0.00999,0.6,1383,1003,0.313,467,4506,85.8
0.00999,0.6,1265,1161,0.262,417,4513,93.34
0.00999,0.6,1157,1214,0.256,384,4520,96.93
0.00999,0.6,1079,1366,0.22,356,4520,100.32
0.00999,0.6,990,1390,0.219,340,4520,100.18
0.00999,0.6,2628,762,0.452,596,4510,89.84
0.00999,0.6,2628,746,0.468,598,4510,89.37
0.00999,0.6,3020,722,0.481,638,4507,88.28
0.00999,0.6,2628,750,0.458,605,4503,87.7
0.00999,0.6,2481,750,0.46,592,4491,87.41
0.00999,0.6,2275,780,0.437,573,4498,86.94
0.00999,0.6,2089,821,0.413,552,4538,87.15
0.00999,0.6,1971,872,0.38,535,4550,88
0.00999,0.6,1804,877,0.379,514,4516,88.24
0.00999,0.6,1618,948,0.344,483,4526,89.92
0.00999,0.6,1461,1030,0.304,461,4518,89.96
0.00999,0.6,1314,1101,0.288,415,4496,95.66
0.00999,0.6,3020,488,0.657,767,3947,57.46
0.00999,0.6,2981,496,0.638,759,3933,58.57
0.00999,0.6,2295,502,0.62,695,3860,58.3
0.00999,0.6,1922,523,0.591,647,3849,59.9
0.00999,0.6,1451,562,0.55,573,3849,62.9
0.00999,0.6,1177,591,0.52,531,3849,62.7
0.00999,0.6,3030,487,0.627,771,3838,56.71
0.00999,0.6,2795,483,0.632,764,3838,53.41
0.00999,0.6,3079,487,0.642,787,3922,53.88
0.00999,0.6,2677,503,0.614,754,3922,53.2
0.00999,0.6,2569,678,0.513,602,4350,87.07
0.00999,0.6,2040,714,0.479,554,4328,85.36
0.00999,0.6,1706,755,0.445,513,4294,85.53
0.00999,0.6,1442,827,0.394,478,4294,85.26
0.00999,0.6,1216,852,0.384,443,4271,85.26
0.00999,0.6,3070,971,0.355,586,4932,101.67
0.00999,0.6,2687,999,0.343,558,4919,100.2
0.00999,0.6,2265,1045,0.33,515,4907,100.49
0.00999,0.6,2118,1103,0.304,499,4907,100.52
0.00999,0.6,1863,1170,0.283,469,4907,100.65
0.00999,0.6,1510,1325,0.24,423,4907,100.65
0.00999,0.6,3168,932,0.362,613,4877,97.22
0.00999,0.6,2422,1013,0.337,542,4907,97.91
0.00999,0.6,2079,1040,0.335,504,4907,98.31
0.00999,0.6,1834,1121,0.302,473,4891,98.86
0.00999,0.6,2187,1050,0.321,518,4888,97.8
0.00999,0.6,3197,879,0.389,621,4801,95.89
0.00999,0.6,2883,923,0.365,593,4808,96.13
0.00999,0.6,2314,938,0.368,544,4792,94.81
0.00999,0.6,2040,1096,0.297,513,4896,95.12
0.00999,0.6,3148,905,0.381,617,4882,95.87
0.00999,0.6,3070,930,0.369,607,4902,96.68
0.00999,0.6,2834,953,0.36,586,4909,96.75
0.00999,0.6,2569,989,0.344,559,4897,97.3
0.00999,0.6,2393,1015,0.334,542,4897,97.21
0.00999,0.6,3177,930,0.362,627,4921,94.06
0.00999,0.6,2648,951,0.361,575,4881,95.29
0.00999,0.6,2471,988,0.344,553,4881,96.45
0.00999,0.6,2148,1030,0.332,520,4893,96.32
0.00999,0.6,1952,1084,0.309,497,4886,96.52
0.00999,0.6,1775,1149,0.284,477,4876,96.18
0.00999,0.6,1716,1169,0.279,462,4853,97.97
0.00999,0.6,1559,1215,0.263,444,4825,97.29
0.00999,0.6,1412,1285,0.246,421,4825,97.77
0.00999,0.6,2932,1243,0.246,554,5155,106.42
0.00999,0.6,2913,1262,0.237,552,5142,106.5
0.00999,0.6,2854,1262,0.235,545,5093,106.91
0.01,2.5,3207,211,0.92,846,525,42.32
0.01,2.5,2971,207,0.941,823,523,43.03
0.01,2.5,2766,214,0.909,805,526,42.96
0.01,2.5,2354,210,0.925,771,523,41.57
0.01,2.5,1804,214,0.901,711,521,41.16
0.01,2.5,1638,214,0.9,695,521,39.9
0.01,2.5,1442,216,0.916,660,531,41.77
0.01,2.5,1245,226,0.862,630,530,41.71
0.01,2.5,990,227,0.862,588,531,41
0.01,2.5,775,244,0.801,536,533,42.61
0.01,2.5,706,256,0.752,527,535,40.8
0.01,2.5,2069,207,0.954,734,526,43.12
0.01,2.5,2010,215,0.901,713,520,46.55
0.01,2.5,1481,219,0.874,674,521,39.76
0.01,2.5,2638,215,0.892,784,520,45.14
0.01,2.5,1402,224,0.867,655,528,41.56
0.01,2.5,1167,222,0.884,617,530,41.72
0.01,2.5,892,225,0.881,564,531,42.05
0.01,2.5,3315,320,0.875,795,751,56.65
0.01,2.5,3020,323,0.865,779,756,54.59
0.01,2.5,2922,318,0.883,775,756,53.5
0.01,2.5,2864,316,0.894,770,756,53.47
0.01,2.5,2716,315,0.904,759,759,52.88
0.01,2.5,2687,315,0.901,760,758,51.99
0.01,2.5,2569,312,0.913,747,758,52.43
0.01,2.5,2442,317,0.897,731,759,53.28
0.01,2.5,2324,315,0.909,714,758,54.48
0.01,2.5,2187,323,0.874,704,759,53.41
0.01,2.5,2148,317,0.9,700,759,53.36
0.01,2.5,2069,322,0.884,690,761,53.66
0.01,2.5,1853,325,0.876,670,763,52.42
0.01,2.5,1775,328,0.868,655,763,53.7
0.01,2.5,1491,339,0.85,618,772,53.51
0.01,2.5,1353,344,0.843,588,774,55.83
0.01,2.5,1108,380,0.747,541,776,57.46
0.01,2.5,863,411,0.688,482,776,60.21
0.01,2.5,716,450,0.623,440,779,62.2
0.01,2.5,3442,447,0.888,726,1026,75.58
0.01,2.5,3226,448,0.882,716,1027,73.81
0.01,2.5,3011,459,0.886,645,1028,86.42
0.01,2.5,2785,466,0.848,646,1021,81.4
0.01,2.5,2707,456,0.863,670,1026,73.96
0.01,2.5,2697,465,0.84,661,1022,75.89
0.01,2.5,2540,462,0.86,646,1032,75.91
0.01,2.5,2383,478,0.853,590,1039,85.55
0.01,2.5,2108,484,0.823,595,1039,77.4
0.01,2.5,1755,520,0.759,542,1042,80.1
0.01,2.5,1393,563,0.701,477,1046,83.77
0.01,2.5,1040,637,0.615,407,1049,86.5
0.01,2.5,785,740,0.552,284,1051,103.26
0.01,2.5,3128,872,0.642,568,1499,107.1
0.01,2.5,3413,856,0.67,571,1504,111.92
0.01,2.5,2932,868,0.647,556,1499,105.95
0.01,2.5,2373,916,0.607,503,1495,105.99
0.01,2.5,3119,875,0.65,572,1522,105.98
0.01,2.5,2805,892,0.632,545,1513,105.87
0.01,2.5,2403,936,0.603,502,1519,106.95
0.01,2.5,2756,912,0.619,534,1518,107.41
0.01,2.5,2589,919,0.614,518,1516,107.49
0.01,2.5,2108,916,0.607,487,1495.3,103.11
0.01,2.5,2265,1000,0.556,474,1516,110.21
0.01,2.5,1952,1037,0.54,437,1520,110.75
0.01,2.5,1775,1091,0.514,406,1522,113.01
0.01,2.5,1491,1199,0.5,292,1522,130.95
0.01,2.5,1344,1267,0.471,274,1525,130.08
0.01,2.5,1167,1357,0.44,244,1523,130.41
0.01,2.5,3089,1675,0.468,362,2016,154.7
0.01,2.5,2883,1700,0.458,354,2014,152.4
0.01,2.5,2844,1738,0.44,360,2014,150.19
0.01,2.5,2697,1766,0.433,346,2012,150.31
0.01,2.5,2599,1803,0.424,337,2012,150.25
0.01,2.5,2775,1767,0.434,347,2012,151.76
0.01,2.5,2579,1809,0.426,328,2012,151.9
0.01,2.5,2511,1884,0.411,310,2017,154.54
0.01,2.5,2422,1891,0.409,307,2017,153.19
0.01,2.5,2716,1304,0.532,389,1775,140.7
0.01,2.5,3001,1251,0.546,426,1765,138.02
0.01,2.5,3089,1190,0.574,451,1763,133.93
0.01,2.5,2834,1227,0.558,426,1767,134.56
0.01,2.5,2726,1258,0.543,413,1769,135.3
0.01,2.5,2609,1282,0.531,403,1769,135.06
0.01,2.5,2442,1319,0.514,387,1766,134.99
0.01,2.5,2334,1344,0.46,451,1760,117.35
0.01,2.5,2246,1367,0.452,441,1760,117.54
0.01,2.5,2177,1384,0.446,434,1763,117.44
0.01,2.5,2059,1422,0.431,422,1761,117.2
0.01,2.5,1922,1468,0.416,407,1761,117.01
0.01,2.5,1824,1530,0.397,394,1767,117.29
0.01,2.5,1775,1559,0.432,300,1761,137.96
0.01,2.5,1677,1584,0.428,284,1760,138.77
0.01,2.5,1638,1633,0.413,278,1760,138.97
0.01,2.25,3442,179,0.916,849,492,46.14
0.01,2.25,2903,187,0.865,801,492,46.87
0.01,2.25,3266,183,0.892,828,492,47.79
0.01,2.25,2922,182,0.901,798,491,47.99
0.01,2.25,2775,193,0.872,775,508,50.34
0.01,2.25,2609,187,0.922,751,508,52.38
0.01,2.25,2501,193,0.873,741,506,52.28
0.01,2.25,2128,188,0.91,704,506,51.87
0.01,2.25,2030,191,0.9,692,508,52.12
0.01,2.25,1540,195,0.873,638,506,50.37
0.01,2.25,1324,198,0.852,612,506,49.02
0.01,2.25,1245,195,0.878,604,508,47.93
0.01,2.25,1157,200,0.851,588,508,48.25
0.01,2.25,1040,203,0.838,565,510,48.77
0.01,2.25,951,203,0.846,547,512,48.99
0.01,2.25,853,203,0.857,529,516,48.45
0.01,2.25,530,206,0.857,446,516,48.53
0.01,2.25,598,205,0.861,466,516,48.56
0.01,2.25,2246,186,0.907,730,501,48.7
0.01,2.25,1844,184,0.94,689,510,47.6
0.01,2.25,3481,394,0.862,756,997,69.14
0.01,2.25,3305,395,0.85,749,993,67.46
0.01,2.25,2942,402,0.859,719,1015,67.32
0.01,2.25,2785,406,0.848,707,1015,66.84
0.01,2.25,2579,406,0.85,688,1015,66.77
0.01,2.25,2373,412,0.833,668,1015,66.68
0.01,2.25,2226,414,0.835,651,1021,67.09
0.01,2.25,2079,424,0.811,636,1023,66.84
0.01,2.25,1942,423,0.817,620,1023,66.91
0.01,2.25,1873,430,0.803,612,1025,66.87
0.01,2.25,1785,421,0.833,598,1028,67.63
0.01,2.25,1667,433,0.806,577,1028,69.05
0.01,2.25,1589,440,0.802,561,1036,70.39
0.01,2.25,1491,442,0.799,540,1033,72.15
0.01,2.25,1383,456,0.771,524,1035,72.21
0.01,2.25,1353,465,0.751,519,1033,72.32
0.01,2.25,1108,502,0.688,477,1036,72.75
0.01,2.25,941,528,0.649,446,1036,72.66
0.01,2.25,765,574,0.593,401,1035,74.32
0.01,2.25,706,604,0.563,381,1039,75.7
0.01,2.25,3403,699,0.755,590,1494,107.22
0.01,2.25,2971,739,0.694,566,1494,104.39
0.01,2.25,3266,707,0.722,610,1490,99.85
0.01,2.25,2873,723,0.699,587,1490,97.35
0.01,2.25,2716,728,0.69,580,1490,95.62
0.01,2.25,2569,738,0.682,566,1494,95.64
0.01,2.25,2442,755,0.658,559,1494,94.34
0.01,2.25,2305,765,0.647,547,1494,93.88
0.01,2.25,2246,776,0.64,536,1496,95.02
0.01,2.25,2001,796,0.623,514,1500,93.83
0.01,2.25,1873,824,0.605,482,1500,97.85
0.01,2.25,1589,891,0.556,439,1504,99.45
0.01,2.25,1353,944,0.528,396,1508,101.6
0.01,2.25,1167,1074,0.459,356,1520,103.98
0.01,2.25,912,1197,0.426,274,1520,112.14
0.01,2.25,794,1272,0.403,245,1518,112.98
0.01,2.25,3158,1266,0.556,426,1998,141.15
0.01,2.25,3393,1237,0.565,453,1998,139.33
0.01,2.25,2932,1283,0.54,426,2001,136.61
0.01,2.25,2648,1330,0.52,398,1999,137.1
0.01,2.25,2805,1310,0.532,411,2008,137.46
0.01,2.25,2540,1434,0.475,384,2008,137.96
0.01,2.25,2363,1472,0.467,361,2013,139.21
0.01,2.25,2197,1527,0.45,342,2015,139.58
0.01,2.25,2050,1607,0.425,325,2015,139.76
0.01,2.25,4884,1599,0.434,414,2015,172.75
0.01,2,3148,601,0.76,622,1491,94.68
0.01,2,3364,601,0.758,640,1491,94.61
0.01,2,3109,606,0.753,634,1505,91.04
0.01,2,3462,576,0.806,663,1501,90.98
0.01,2,3089,606,0.751,632,1501,91.11
0.01,2,2903,618,0.731,624,1505,89.18
0.01,2,2854,624,0.718,623,1503,88.37
0.01,2,2638,633,0.704,608,1503,87.21
0.01,2,2550,633,0.707,599,1505,87.35
0.01,2,2422,644,0.691,587,1505,87.2
0.01,2,2344,654,0.674,579,1501,87.22
0.01,2,2246,661,0.666,569,1501,87.16
0.01,2,2207,671,0.655,565,1505,87.13
0.01,2,2069,681,0.647,545,1505,88.29
0.01,2,1814,701,0.628,513,1505,88.77
0.01,2,1746,710,0.621,504,1509,88.89
0.01,2,1677,740,0.586,495,1507,88.92
0.01,2,1491,768,0.562,470,1507,88.84
0.01,2,1275,810,0.534,434,1511,89.68
0.01,2,1216,844,0.508,418,1509,91.21
0.01,2,1000,917,0.468,372,1511,93.03
0.01,2,824,990,0.439,323,1515,96.09
0.01,2,677,1071,0.411,282,1523,97.52
0.01,2,3472,984,0.623,533,2009,122
0.01,2,3187,1002,0.608,517,2007,120.34
0.01,2,2932,1017,0.603,495,2016,120.38
0.01,2,3364,969,0.637,531,2011,120.45
0.01,2,3089,994,0.614,516,2011,118.63
0.01,2,2785,1032,0.587,490,2011,118.45
0.01,2,2726,1038,0.584,481,2011,119.3
0.01,2,2481,1064,0.572,454,2011,120.14
0.01,2,2295,1112,0.545,435,2021,120.17
0.01,2,2246,1127,0.545,414,2021,123.91
0.01,2,1971,1175,0.519,389,2021,122.61
0.01,2,1648,1267,0.485,343,2030,124.02
0.01,2,1402,1383,0.446,300,2035,126.03
0.01,2,3354,1652,0.456,402,2501,150.5
0.01,2,3168,1701,0.444,381,2501,151.84
0.01,2,3020,1763,0.429,361,2501,153.56
0.01,2,2893,1792,0.426,343,2498,155.16
0.01,2,2756,1843,0.414,329,2498,155.53
0.01,2,2667,1887,0.404,319,2498,155.93
0.01,2,3481,169,0.884,873,515,41.12
0.01,2,3423,172,0.861,870,514,40.75
0.01,2,3217,173,0.852,855,514,40.36
0.01,2,3177,172,0.859,851,513,40.52
0.01,2,3040,169,0.88,839,513,40.62
0.01,2,2618,173,0.848,805,511,39.65
0.01,2,2422,168,0.894,783,513,40.34
0.01,2,2207,169,0.886,760,513,40.52
0.01,2,2020,173,0.863,740,514,40.36
0.01,2,1863,172,0.874,721,514,40.49
0.01,2,1628,172,0.883,690,516,40.78
0.01,2,1422,173,0.875,663,515,40.35
0.01,2,1294,173,0.877,643,515,40.47
0.01,2,1265,173,0.878,638,515,40.57
0.01,2,1069,174,0.874,605,515,40.47
0.01,2,726,178,0.869,532,519,40.78
0.01,2,892,173,0.897,570,519,40.62
0.01,2,3658,341,0.868,816,995,58.05
0.01,2,3501,346,0.849,803,995,58.27
0.01,2,3364,344,0.859,792,995,58.31
0.01,2,3207,345,0.858,775,995,59.32
0.01,2,2628,349,0.85,721,995,60
0.01,2,3040,344,0.865,756,994,60.5
0.01,2,2687,347,0.855,723,994,60.85
0.01,2,2795,346,0.863,721,992,63.71
0.01,2,2344,354,0.843,672,992,65.02
0.01,2,3128,347,0.862,731,989,68.27
0.01,2,2265,358,0.836,648,989,68.79
0.01,2,2393,363,0.82,658,989,69.56
0.01,2,1981,365,0.822,608,990,70.87
0.01,2,1657,371,0.812,565,992,71.6
0.01,2,1275,394,0.765,511,999,71.32
0.01,2,1824,375,0.802,578,992,73.56
0.01,2,1373,392,0.771,520,999,72.8
0.01,2,1069,431,0.695,468,1005,73.23
0.01,2,736,432,0.711,399,1010,73.16
0.01,2,912,462,0.641,441,1010,72.45
0.01,1.75,3119,138,0.996,827,514,45.11
0.01,1.75,3295,142,0.967,843,518,44.76
0.01,1.75,2991,144,0.925,820,512,44.17
0.01,1.75,2952,144,0.944,816,519,44.31
0.01,1.75,2677,148,0.902,795,517,43.38
0.01,1.75,2805,147,0.906,806,514,43.57
0.01,1.75,2511,147,0.908,779,514,43.41
0.01,1.75,2285,147,0.905,760,513,42.49
0.01,1.75,2148,147,0.906,745,513,42.58
0.01,1.75,2040,147,0.907,733,513,42.58
0.01,1.75,1677,147,0.909,692,513,41.85
0.01,1.75,1442,147,0.918,658,515,42.25
0.01,1.75,1245,149,0.903,629,516,41.95
0.01,1.75,1108,153,0.878,602,516,42.86
0.01,1.75,549,166,0.827,474,524,43.22
0.01,1.75,892,154,0.885,561,521,42.77
0.01,1.75,775,157,0.87,536,521,42.61
0.01,1.75,3462,292,0.893,789,986,60.89
0.01,1.75,3177,298,0.868,770,989,59.92
0.01,1.75,2962,299,0.862,755,989,59.13
0.01,1.75,2893,299,0.86,752,989,58.39
0.01,1.75,2658,302,0.851,731,989,58.28
0.01,1.75,2373,302,0.853,706,989,57.6
0.01,1.75,1903,307,0.838,655,989,57.44
0.01,1.75,2040,308,0.843,659,993,60.29
0.01,1.75,1677,317,0.819,614,996,60.52
0.01,1.75,1275,331,0.785,556,999,60.57
0.01,1.75,1540,322,0.81,590,999,61.85
0.01,1.75,824,388,0.656,461,1001,63.2
0.01,1.75,647,445,0.561,414,1006,64.2
0.01,1.75,2157,298,0.876,657,982,63.88
0.01,1.75,3481,504,0.807,673,1510,88.96
0.01,1.75,3217,518,0.775,663,1514,86.28
0.01,1.75,3020,510,0.788,657,1514,83.75
0.01,1.75,2824,518,0.776,639,1518,83.92
0.01,1.75,2687,526,0.758,633,1518,82.35
0.01,1.75,2609,526,0.759,626,1518,82.26
0.01,1.75,2501,532,0.746,618,1518,81.68
0.01,1.75,2344,532,0.749,602,1518,81.74
0.01,1.75,2187,553,0.71,586,1518,81.61
0.01,1.75,2010,566,0.692,570,1522,80.73
0.01,1.75,1863,580,0.672,552,1522,80.9
0.01,1.75,1648,622,0.61,539,1528,77.52
0.01,1.75,1432,653,0.584,496,1532,80.62
0.01,1.75,1314,685,0.551,475,1532,81.38
0.01,1.75,1255,682,0.551,462,1518,82.25
0.01,1.75,1138,714,0.526,435,1518,84.02
0.01,1.75,971,776,0.478,398,1515,85.51
0.01,1.75,834,839,0.444,358,1521,88.29
0.01,1.75,686,909,0.412,316,1523,89.99
0.01,1.75,3452,778,0.697,568,1999,113.36
0.01,1.75,3226,787,0.683,560,1999,110.94
0.01,1.75,2805,803,0.66,540,1999,107.05
0.01,1.75,3011,791,0.669,563,1999,105.92
0.01,1.75,2648,824,0.64,525,2001,107.16
0.01,1.75,2471,856,0.619,497,2010,109.74
0.01,1.75,2236,893,0.594,464,2012,111.85
0.01,1.75,2050,940,0.563,435,2016,113.89
0.01,1.75,1814,1008,0.525,396,2021,116.52
0.01,1.75,1451,1163,0.45,337,2026,119.01
0.01,1.75,1579,1134,0.46,355,2026,119.01
0.01,1.75,1275,1243,0.415,317,2026,117.42
0.01,1.75,3383,1271,0.511,468,2494,135.63
0.01,1.75,3070,1321,0.489,442,2494,135.67
0.01,1.75,3236,1286,0.504,459,2494,134.94
0.01,1.75,2962,1321,0.487,440,2491,133.95
0.01,1.75,2824,1350,0.474,426,2486,134.35
0.01,1.75,2667,1395,0.458,410,2491,134.71
0.01,1.75,2550,1432,0.447,395,2496,135.61
0.01,1.75,2432,1478,0.431,381,2493,136.16
0.01,1.75,2187,1541,0.418,353,2504,136.75
0.01,1.75,1961,1676,0.381,321,2504,138.31
0.01,1.75,3334,1731,0.405,434,2853,142.67
0.01,1.75,3256,1767,0.394,425,2846,143.29
0.01,1.75,3364,1741,0.405,428,2850,144.63
0.01,1.75,3020,1839,0.385,393,2855,146.12
0.01,1.75,3432,1752,0.403,427,2852,146.13
0.01,1.75,3119,1829,0.386,400,2852,146.46
0.01,1.5,3383,648,0.734,582,2033,108.74
0.01,1.5,3491,648,0.733,601,2044,106.26
0.01,1.5,3256,653,0.71,601,2031,101.8
0.01,1.5,3187,657,0.698,602,2026,100.21
0.01,1.5,3040,663,0.69,593,2028,99.39
0.01,1.5,2952,657,0.705,585,2036,99.48
0.01,1.5,2815,663,0.687,573,2015,99.44
0.01,1.5,2599,668,0.682,552,2012,99.65
0.01,1.5,2393,688,0.661,529,2017,100.3
0.01,1.5,2265,705,0.642,515,2017,100.49
0.01,1.5,2128,714,0.634,500,2017,100.55
0.01,1.5,2030,729,0.618,487,2014,101.03
0.01,1.5,1853,758,0.594,462,2019,102.03
0.01,1.5,1785,768,0.591,448,2028,103.36
0.01,1.5,1628,812,0.555,420,2025,105.2
0.01,1.5,1491,843,0.534,397,2025,106.18
0.01,1.5,1363,896,0.499,372,2025,107.65
0.01,1.5,1089,1004,0.448,310,2026,111.64
0.01,1.5,873,1133,0.399,257,2028,114.24
0.01,1.5,3501,969,0.581,530,2509,123.24
0.01,1.5,3540,973,0.584,521,2509,126.08
0.01,1.5,3197,992,0.571,498,2509,125.02
0.01,1.5,3001,1013,0.554,486,2509,123.93
0.01,1.5,2873,1035,0.542,475,2514,123.87
0.01,1.5,2785,1046,0.534,468,2514,123.64
0.01,1.5,2697,1062,0.528,455,2516,124.79
0.01,1.5,2471,1113,0.502,428,2516,126.04
0.01,1.5,2609,1099,0.513,430,2516,128.72
0.01,1.5,2344,1149,0.488,404,2516,128.67
0.01,1.5,2157,1196,0.469,380,2518,129.65
0.01,1.5,1961,1244,0.453,357,2528,129.86
0.01,1.5,1834,1291,0.436,343,2534,129.59
0.01,1.5,1657,1377,0.411,312,2541,131.59
0.01,1.5,1422,1437,0.4,274,2542,132.83
0.01,1.5,3413,1484,0.434,454,3023,139.47
0.01,1.5,3217,1525,0.421,441,3029,138.79
0.01,1.5,3060,1532,0.426,422,3035,140.15
0.01,1.5,2893,1576,0.413,407,3035,140.25
0.01,1.5,2785,1636,0.394,394,3031,141.02
0.01,1.5,2648,1660,0.389,380,3027,141.31
0.01,1.5,2432,1736,0.374,355,3033,142.24
0.01,1.5,3442,2432,0.241,438,3506,143.75
0.01,1.5,3275,121,0.942,870,515,37.9
0.01,1.5,3020,120,0.983,829,520,42.61
0.01,1.5,2834,123,0.953,814,520,42.28
0.01,1.5,2667,123,0.947,800,518,41.96
0.01,1.5,2530,121,0.959,792,518,40.74
0.01,1.5,2383,121,0.966,776,520,41.08
0.01,1.5,2216,121,0.967,758,520,41.22
0.01,1.5,2069,126,0.913,743,520,40.97
0.01,1.5,1922,126,0.916,727,521,40.75
0.01,1.5,1775,126,0.918,710,521,40.54
0.01,1.5,1687,126,0.892,699,510,40.48
0.01,1.5,1638,126,0.891,695,510,39.9
0.01,1.5,1432,128,0.881,669,510,39.26
0.01,1.5,1147,128,0.894,623,513,39.46
0.01,1.5,981,128,0.898,593,513,39.39
0.01,1.5,863,128,0.901,569,513,39.39
0.01,1.5,765,133,0.861,545,513,39.9
0.01,1.5,696,136,0.833,528,513,39.96
0.01,1.5,3530,259,0.864,832,1015,51.86
0.01,1.5,3256,263,0.846,810,1015,51.91
0.01,1.5,3138,263,0.852,802,1020,51.48
0.01,1.5,2981,264,0.842,791,1017,50.91
0.01,1.5,2775,264,0.843,773,1017,50.82
0.01,1.5,2687,264,0.848,764,1020,51.03
0.01,1.5,2638,264,0.849,759,1020,51.13
0.01,1.5,2511,264,0.851,747,1021,51.08
0.01,1.5,2383,264,0.853,734,1021,51.14
0.01,1.5,2226,265,0.848,718,1021,51.06
0.01,1.5,1559,272,0.839,636,1028,51.47
0.01,1.5,1755,267,0.858,663,1028,51.19
0.01,1.5,2050,267,0.858,690,1028,53.14
0.01,1.5,1373,278,0.827,598,1032,54.16
0.01,1.5,1128,294,0.775,555,1034,54.95
0.01,1.5,1069,303,0.744,544,1032,55.07
0.01,1.5,1020,312,0.721,533,1035,55.53
0.01,1.5,883,321,0.702,502,1035,56.44
0.01,1.5,736,336,0.673,464,1040,57.63
0.01,1.5,3423,394,0.868,741,1495,71.64
0.01,1.5,3325,395,0.864,733,1495,71.68
0.01,1.5,3148,394,0.873,719,1499,71.54
0.01,1.5,2981,398,0.863,704,1500,71.72
0.01,1.5,2873,402,0.852,694,1500,71.84
0.01,1.5,2648,407,0.843,672,1504,72.17
0.01,1.5,2383,411,0.836,644,1505,72.66
0.01,1.5,2108,416,0.826,614,1505,72.87
0.01,1.5,1961,431,0.793,594,1510,73.66
0.01,1.5,1677,448,0.757,556,1510,74.38
0.01,1.5,1451,471,0.715,522,1511,75.08
0.01,1.5,1393,480,0.703,505,1511,77.1
0.01,1.5,1138,527,0.631,459,1512,78.3
0.01,1.5,1079,543,0.611,442,1512,79.86
0.01,1.5,961,577,0.576,409,1517,82.43
0.01,1.5,824,623,0.536,370,1526,84.91
0.01,1.5,696,692,0.478,328,1524,87.73
0.01,1.25,3501,101,0.894,885,497,38.62
0.01,1.25,3001,102,0.895,844,503,38.62
0.01,1.25,2883,101,0.92,836,506,38.06
0.01,1.25,2716,100,0.946,825,510,37.06
0.01,1.25,3325,102,0.909,877,510,37.19
0.01,1.25,2550,100,0.961,808,515,37.37
0.01,1.25,2540,100,0.954,809,513,36.9
